rank,song,pattern
343,"할시온",S18
344,"8 6",S12
345,"소서리스 엘리제",S08
346,"위스퍼",S09
347,"에너지 시너지 매트릭스",S11
348,"일레븐",D16
349,"위스퍼",S06
350,"8 6 - FULL SONG -",S21
351,"비옐라의 악몽",S23
352,"플레이버 스텝!",D22
353,"베르사이유",S19
354,"누드",S16
355,"체이스 미",S15
356,"풀 문",S16
357,"알테일",S15
358,"일레븐",S04
359,"뷰티플라이어",S06
360,"벡터",D15
361,"베르사이유",S07
362,"유 앤 아이",S14
363,"배틀 넘버원",S17
364,"스테이저",C
365,"굿바운스",S12
366,"굿바운스",S20
367,"비행기",D16
368,"리틀 먼치킨",D11
369,"어콰이어",S15
370,"베르사이유",S20
371,"꼭두각시",D21
372,"스프레이",S12
373,"머독",S22
374,"머독",D14
375,"일레븐",D13
376,"에너지 시너지 매트릭스",S18
377,"바버스 매드니스",S16
378,"쥬핀",S17
379,"트릭크래쉬 220",D25
380,"네오 카타르시스",S13
381,"붐!!",S17
382,"파이렛",S17
383,"아모르 파티",D19
384,"얼티메이텀",S23
385,"아라가미",S22
386,"아모르 파티",D16
387,"이렐리아",D16
388,"푸파",S21
389,"보카",S05
390,"추격",S11
391,"마왕",S09
392,"머독",D20
393,"체이스 미",S20
394,"큐리아서티 오버드라이브",D24
395,"얼티메이텀",S25
396,"어콰이어",S07
397,"아라가미",S17
398,"할로윈 파티 ~Multiverse~",S20
399,"위스퍼",S19
400,"밀크",S20
401,"윈터",S07
402,"날아올라",S09
403,"스톰",D16
404,"리틀 먼치킨",C
405,"스테이저",D12
406,"판도라",S04
407,"배틀 넘버원",S14
408,"어콰이어",S17
409,"스위트로닉",S11
410,"붐!!",S15
411,"록시아",S21
412,"풀 문",S06
413,"파이렛",S06
414,"디멘트 ~에프터 레전드~",S23
415,"브레인 파워",S16
416,"블루이쉬 로즈",D21
417,"테디베어",D07
418,"알테일",S21
419,"아모르 파티",S21
420,"네오 카타르시스",D24
421,"붐!!",S10
422,"알테일",S18
423,"락 더 하우스",D22
424,"푸파",S14
425,"배틀 넘버원",S20
426,"꺼림칙한",S15
427,"어콰이어",S11
428,"뷰티플라이어",S13
429,"얼론",S15
430,"록시아",S16
431,"유 앤 아이",S21
432,"아라가미",S24
433,"테디베어",S04
434,"푸파",S23
435,"베토벤 바이러스",S04
436,"스프레이",D19
437,"굿텍",S12
438,"배틀 넘버원",S09
439,"R.I.P",S22
440,"누드",S02
441,"밀크",D16
442,"틸 디 엔드 오브 타임",S11
443,"꼭두각시",S25
444,"할로윈 파티 ~Multiverse~",D17
445,"위스퍼",S16
446,"쇼다운",S14
447,"프렌드",S19
448,"쥬핀",S12
449,"소서리스 엘리제",S06
450,"카오스 어게인",S20
451,"8 6 - FULL SONG -",D23
452,"굿텍",S08
453,"테디베어",D18
454,"설탕음모론",S14
455,"굿 나이트",S06
456,"아모르 파티",D23
457,"벡터",D20
458,"8 6",D18
459,"요! 세이!! 페어리!!!",D22
460,"R.I.P",D16
461,"쇼다운",S06
462,"웨딩 크래셔",S16
463,"꼭두각시",S23
464,"스프레이",S15
465,"쇼다운",S10
466,"스톰",D19
467,"비행기",D18
468,"그로스",S19
469,"블루이쉬 로즈",S05
470,"진공",S19
471,"가고일",D20
472,"일레븐",D05
473,"시간의 회랑 라비린스",S20
474,"꺼림칙한",S11
475,"아라가미",D17
476,"어 사이트 데 라 루",S16
477,"바버스 매드니스",D16
478,"쇼다운",D22
479,"뷰티플라이어",S15
480,"어콰이어",D19
481,"푸파",D25
482,"바버스 매드니스",S11
483,"어콰이어",D23
484,"8 6",D21
485,"얼론",S05
486,"브레인 파워",S08
487,"아라가미",S19
488,"왓 해픈드",D23
489,"슈퍼 판타지",S14
490,"머독",D22
491,"트로피카닉",S16
492,"굿 나이트",S20
493,"푸파",D23
494,"바이올렛 퍼퓸",S08
495,"쇼다운",S17
496,"알테일",D19
497,"누드",D08
498,"그로스",S13
499,"요! 세이!! 페어리!!!",D12
500,"보카",D15
501,"테디베어",D15
502,"갤럭시 컬랩스",S18
503,"푸파",D16
504,"에너지 시너지 매트릭스",S20
505,"아라가미",S15
506,"이렐리아",D24
507,"굿 나이트",S17
508,"풀 문",D14
509,"키메라",S09
510,"라크리모사",S17
511,"굿텍",D20
512,"붐!!",S07
513,"쥬핀",S19
514,"갤럭시 컬랩스",S22
515,"스위트로닉",S08
516,"이스케이프",S24
517,"스프레이",S17
518,"굿바운스",S04
519,"R.I.P",D24
520,"할시온",S20
521,"크로스 오버 feat. LyuU",S15
522,"갤럭시 컬랩스",S07
523,"팔로우 미",S14
524,"그로스",S23
525,"터키 행진곡",S07
526,"조깅",S18
527,"프렌드",S15
528,"굿바운스",D18
529,"캄파넬라",C
530,"베르사이유",D20
531,"카오스 어게인",S22
532,"이스케이프",S21
533,"크로스 오버 feat. LyuU",S18
534,"스위트로닉",S17
535,"굿텍",D16
536,"배틀 넘버원",D16
537,"설탕음모론",S10
538,"글로리아",S14
539,"설탕음모론",S06
540,"라크리모사",S20
541,"팔로우 미",S06
542,"파이렛",D15
543,"조깅",S05
544,"탄탄멘",S14
545,"크로스 소울",S20
546,"이렐리아",S08
547,"브레인 파워",D14
548,"스톰",S06
549,"붐!!",S20
550,"버터플라이",D17
551,"유포리아닉 - SHORT CUT -",S17
552,"그로스",S21
553,"유포리아닉",S03
554,"엘리제",D23
555,"체이스 미",S17
556,"디멘트 ~에프터 레전드~",S18
557,"팔랑크스 "RS2018 edit"",S22
558,"모페모페",D17
559,"베토벤 바이러스",S16
560,"김치 핑거즈",S14
561,"로키",S21
562,"슈퍼 판타지",S10
563,"라스트 리버스",S13
564,"갤럭시 컬랩스",S15
565,"로키",S16
566,"디그니티",S15
567,"누드",D17
568,"아클루오이아스",S24
569,"파이렛",D18
570,"비옐라의 악몽",D21
571,"파파시토 (feat.  KuTiNA)",S13
572,"카오스 어게인",S18
573,"라크리모사",S15
574,"보카",D19
575,"비옐라의 악몽",D14
576,"일레븐",S02
577,"어 사이트 데 라 루",S19
578,"캐논 디",S07
579,"바버스 매드니스",D19
580,"타이밍",S07
581,"라이크 미",C
582,"유 앤 아이",S17
583,"배틀 넘버원",S22
584,"사라반드",S16
585,"이스케이프",S18
586,"또다른 진심",S06
587,"하드코어 오브 더 노스",S22
588,"캉-캉 ~Orpheus in The Party Mix~",S08
589,"가고일",S18
590,"스프레이",D17
591,"라 그랑 블루",S16
592,"파파시토 (feat.  KuTiNA)",C
593,"터키 행진곡",S12
594,"위스퍼",D14
595,"그로스",D17
596,"스켑틱",S22
597,"꼭두각시",D23
598,"에너지 시너지 매트릭스",D22
599,"보카",S19
600,"붐!!",D16
601,"모페모페",S17
602,"붐!!",D18
603,"쥬핀",S23
604,"슬램",D24
605,"푸파",D21
606,"푸파",S11
607,"굿 나이트",S23
608,"파이렛",D08
609,"갤럭시 컬랩스",S11
610,"위스퍼",D21
611,"크로스 오버 feat. LyuU",D15
612,"파괴",S19
613,"할로윈 파티 ~Multiverse~",D13
614,"헤드리스 치킨",S21
615,"배니쉬",S17
616,"바버스 매드니스",D23
617,"슈가 플럼",S07
618,"알테일",D16
619,"아클루오이아스",S22
620,"판도라",D06
621,"라크리모사",S06
622,"카오스 어게인",S24
623,"뷰티플라이어",S17
624,"바이올렛 퍼퓸",S17
625,"파파시토 (feat.  KuTiNA)",S07
626,"디멘트 ~에프터 레전드~",S21
627,"BS파워 익스플로전",S16
628,"키메라",S23
629,"모페모페",S23
630,"붐!!",D22
631,"날아올라",S15
632,"브레인 파워",S19
633,"록시아",S12
634,"팔랑크스 "RS2018 edit"",D24
635,"추격",D13
636,"체이스 미",S05
637,"풀 문",S22
638,"슈퍼 판타지",S07
639,"어콰이어",D16
640,"슈브 니구라스",S24
641,"트위스트 오브 페이트 (feat. Ruriling)",S19
642,"더 레버리",S21
643,"이스케이프",D22
644,"얼론",S17
645,"크로스 타임",S16
646,"Re：엔드 오브 어 드림",S19
647,"보카",S21
648,"BS파워 익스플로전",S19
649,"왓 해픈드",D20
650,"우편마차",S08
651,"임프린팅",S17
652,"탄탄멘",S17
653,"크로스 소울",S17
654,"록시아",D22
655,"크로스 레이 (feat. 月下Lia)",S16
656,"유포리아닉",D21
657,"코스믹 레일로드",S15
658,"바이올렛 퍼퓸",S06
659,"비행기",D08
660,"스콜피온 킹",S15
661,"라스트 리버스",S09
662,"우츠시요 노 카제 feat. Kana",D20
663,"스위트로닉",D10
664,"다람쥐 헌 쳇바퀴에 타고파",S19
665,"누드",D15
666,"서든 어페어런스 이미지",S08
667,"스콜피온 킹",D23
668,"이그니스 패터스(DM Ashura 믹스)",S19
669,"에너지 시너지 매트릭스",D19
670,"할시온",S22
671,"스프레이",D14
672,"굿텍",D24
673,"터키 행진곡 -미니멀튠즈-",S06
674,"시간의 회랑 라비린스",S23
675,"데사파레세르",S18
676,"8 6 - FULL SONG -",S15
677,"유 앤 아이",D17
678,"서든 로맨스 [PIU Edit]",S14
679,"배틀 넘버원",D22
680,"베토벤 바이러스",D13
681,"1949",S16
682,"아라가미",D26
683,"파이널 오디션",S19
684,"날아올라",S05
685,"유 앤 아이",D14
686,"디멘트 ~에프터 레전드~",S15
687,"베르사이유",D23
688,"유령의 축제 2 (Sneak)",S20
689,"락 더 하우스",S16
690,"글로리아",S20
691,"테디베어",S02
692,"디그니티",S21
693,"스프레이",S06
694,"Re：엔드 오브 어 드림",S15
695,"배니쉬",S20
696,"헬파이어",S15
697,"베르사이유",D12
698,"비옐라의 악몽",D25
699,"우편마차",S07
700,"밀크",D22
701,"조깅",D16
702,"미운 오리새끼",D18
703,"1950",S25
704,"테일즈 오브 펌프니아",S17
705,"크로스 오버 feat. LyuU",S22
706,"미운 오리새끼",S17
707,"꺼림칙한",D16
708,"굿바운스",D21
709,"라크리모사",S10
710,"사라반드",S12
711,"쥬핀",D23
712,"우라늄",S22
713,"미스터 라푸스",S22
714,"스테이저",S08
715,"어 사이트 데 라 루",D24
716,"브로큰 카르마 (PIU EDIT)",S19
717,"라크리모사",S13
718,"배드 애플!! feat. Nomico",S17
719,"다람쥐 헌 쳇바퀴에 타고파",S23
720,"러브 이즈 어 데인저 존 pt.2",S22
721,"밀크",D19
722,"라이크 미",S14
723,"갤럭시 컬랩스",S04
724,"크로싱 델타",S20
725,"프렌드",S10
726,"글로리아",S10
727,"테이크 아웃",C
728,"아발란치",S22
729,"BS파워 익스플로전",S21
730,"벡터",D24
731,"꺼림칙한",D20
732,"가고일",S22
733,"킵 온!",D17
734,"크로스 오버 feat. LyuU",S11
735,"요! 세이!! 페어리!!!",C
736,"뷰티플라이어",D09
737,"라이징 스타",S17
738,"쥬핀",D18
739,"디 엔드 오브 더 월드 ft. Skizzo",S20
740,"쥬핀",S21
741,"스톰",D08
742,"R.I.P",D21
743,"슈브 니구라스",D18
744,"이그니스 패터스(DM Ashura 믹스)",S22
745,"코스믹 레일로드",S10
746,"니알라토텝",S13
747,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)",S07
748,"하트 래빗 코스터",S14
749,"라스트 리버스",S16
750,"코스믹 레일로드",S18
751,"날아올라",S20
752,"바로크 바이러스",S17
753,"듀얼 레이싱 <레드 vs 블루>",S20
754,"아라가미",D24
755,"애프터 라이크",C
756,"알레그로 퓨리오소",D20
757,"슈브 니구라스",S19
758,"펌프 미 아마데우스",S13
759,"가고일",D14
760,"하트 래빗 코스터",S10
761,"Re：엔드 오브 어 드림",D22
762,"그로스",D20
763,"보카",S03
764,"캐논 디",S11
765,"할로윈 파티 ~Multiverse~",D21
766,"어나이얼레이터 메소드",S23
767,"사라반드",S07
768,"바이올렛 퍼퓸",D14
769,"윈드밀",D23
770,"글로리아",S23
771,"리얼리티",S15
772,"얼론",D06
773,"VVV ",S23
774,"크로스 타임",S12
775,"배드 애플!! feat. Nomico - FULL SONG -",S10
776,"트로피카닉",S19
777,"캉-캉 ~Orpheus in The Party Mix~",S13
778,"진공",S21
779,"킵 온!",S18
780,"키메라",S13
781,"슈퍼 카프리시오",S16
782,"필 마이 해피니스",D21
783,"크로싱 델타",S13
784,"인디스트럭터블",D25
785,"팔로우 미",D10
786,"글로리아",D16
787,"클럽 나이트",S09
788,"보카",D23
789,"스타더스트 오버드라이브",D23
790,"알테일",S12
791,"로키",S20
792,"풀 문",D24
793,"배드 애플!! feat. Nomico",D11
794,"가고일",S11
795,"프렌드",S21
796,"저스트 홀드 온 (To All Fighters)",S21
797,"어 사이트 데 라 루",S09
798,"위키드 레전드",S16
799,"쇼다운",D18
800,"베토벤 바이러스",D18
801,"시그너스",S19
802,"인디스트럭터블",D22
803,"베토벤 바이러스",S21
804,"데사파레세르",S20
805,"락 더 하우스",S10
806,"슈가 플럼",S11
807,"아르카나 포스",S20
808,"스켑틱",S24
809,"카오스 어게인",S15
810,"타이밍",S15
811,"모페모페",S21
812,"다람쥐 헌 쳇바퀴에 타고파",S16
813,"제로아이즈",S24
814,"추격",D25
815,"웨딩 크래셔",D07
816,"쥬핀",D14
817,"미스터 라푸스",S20
818,"크로스 레이 (feat. 月下Lia)",S19
819,"배니쉬",S12
820,"브레인 파워",S05
821,"퍼더",S24
822,"꼭두각시",D25
823,"크로싱 델타",S10
824,"아리랑",S22
825,"라이프 이즈 피아노",S16
826,"록시아",D14
827,"매드 사이언스",S20
828,"아라가미",D21
829,"라 그랑 블루",S20
830,"트로피카닉",S11
831,"붐!!",D12
832,"페이브 가든",S12
833,"록시아",S07
834,"카오스 어게인",D22
835,"또다른 진심",S08
836,"고딕 레조넌스",S18
837,"가고일 - FULL SONG -",S23
838,"펌트리스 꽈뜨로",S18
839,"록시아",D19
840,"탄탄멘",S07
841,"탄탄멘",S11
842,"쇼다운",D16
843,"하우스플랜",S15
844,"1950",S23
845,"그로스",D25
846,"블루이쉬 로즈",D06
847,"파반느",S17
848,"유어 마인드",D23
849,"요그 소토스",S23
850,"파괴",S16
851,"설탕음모론",S18
852,"추격",S07
853,"머독",D24
854,"일레븐",C
855,"아마겟돈",S22
856,"네이팜",S21
857,"캉-캉 ~Orpheus in The Party Mix~ - SHORT CUT -",D25
858,"브레인 파워",S22
859,"드림 투 나이트메어",S21
860,"시간의 회랑 라비린스",S17
861,"탄탄멘",S20
862,"판도라",S02
863,"뷰티플라이어",D18
864,"카오스 어게인",D17
865,"아이 원트 유",S20
866,"라 그랑 블루",D18
867,"누드",C
868,"미운 오리새끼",D17
869,"팔랑크스 "RS2018 edit"",S17
870,"니알라토텝",S23
871,"팔랑크스 "RS2018 edit"",D18
872,"윈드밀",S21
873,"블레이징",S20
874,"유 어게인 마이 러브",C
875,"고딕 레조넌스",S21
876,"어나이얼레이터 메소드",D24
877,"굿바운스",D13
878,"설탕음모론",D16
879,"글로리아",S17
880,"디그니티",S06
881,"날아올라",D10
882,"엑스트라바간자",S22
883,"스켑틱",S19
884,"리펜턴스",S22
885,"뷰티플라이어",D16
886,"디 엔드 오브 더 월드 ft. Skizzo",S16
887,"파파 곤잘레스",S22
888,"스위트로닉",D16
889,"버터플라이",S16
890,"리펜턴스",S19
891,"엘리제",S11
892,"클레마티스 랩소디아",D23
893,"또다른 진심",S16
894,"윈드밀",S13
895,"스프레이",D08
896,"크로스 타임",D17
897,"1950",S20
898,"비디오 아웃 씨",S22
899,"이스케이프",S15
900,"컴 투 미",S17
901,"파괴",S21
902,"Re：엔드 오브 어 드림",S21
903,"크로스 레이 (feat. 月下Lia)",S21
904,"크로스 타임",S18
905,"글로리아",D25
906,"러브 이즈 어 데인저 존(Cranky 믹스)",S20
907,"킵 온!",S15
908,"포가튼 뱀파이어",S16
909,"디멘트 ~에프터 레전드~",D20
910,"이그니스 패터스(DM Ashura 믹스)",D25
911,"슈퍼 판타지",D18
912,"바로크 바이러스",S10
913,"트로피카닉",D21
914,"슬램",S18
915,"스타드림 (feat. Romelon)",S21
916,"위스퍼",D18
917,"알레그로 콘 뿌오코",S22
918,"설탕음모론",D07
919,"가장신자",S18
920,"라그나로크",S18
921,"인디스트럭터블",S22
922,"스켑틱",D25
923,"더 레버리",S15
924,"페이브 가든",D14
925,"다람쥐 헌 쳇바퀴에 타고파",D16
926,"도나텔로",S22
927,"파사칼리아",S17
928,"페이브 가든",D24
929,"크로스 소울",S22
930,"할시온",D12
931,"소서리스 엘리제",S10
932,"테일즈 오브 펌프니아",S20
933,"슈퍼 판타지",C
934,"패러독스",S21
935,"진공",S23
936,"배니쉬",D18
937,"조깅",D18
938,"어 사이트 데 라 루",D14
939,"하드코어 오브 더 노스",S12
940,"클럽 나이트",S17
941,"포인트 제로 원",S20
942,"브레인 파워",D20
943,"도나텔로",S17
944,"굿 나이트 - FULL SONG -",S18
945,"푸파",S07
946,"퍼더",S22
947,"크로싱 델타",S17
948,"1949",S21
949,"날아올라",D16
950,"천년이 지나서",D23
951,"라이징 스타",S15
952,"Re：엔드 오브 어 드림",S23
953,"포인트 제로 2",S16
954,"클레마티스 랩소디아",S22
955,"크로스 타임",S07
956,"니알라토텝",D17
957,"포인트 제로 원",D22
958,"서든 로맨스 [PIU Edit]",S19
959,"패러독스 - SHORT CUT -",S24
960,"밀크",D11
961,"유 앤 아이",S04
962,"웨딩 크래셔",S18
963,"날아올라",S18
964,"클리너",S21
965,"스마일 다이어리",S07
966,"카오스 어게인",D24
967,"아이스 오브 데스",S20
968,"모멘트 데이",C
969,"스타드림 (feat. Romelon)",S18
970,"라스트 리버스",D14
971,"파파시토 (feat.  KuTiNA)",S15
972,"포인트 제로 2",S19
973,"저스트 홀드 온 (To All Fighters)",D25
974,"우편마차",S12
975,"가고일 - FULL SONG -",D22
976,"임프린팅",D24
977,"크로싱 델타",D23
978,"에너지 시너지 매트릭스",D13
979,"메테오 사이언스 (GADGET mix)",D22
980,"캉-캉 ~Orpheus in The Party Mix~",S19
981,"스타드림 (feat. Romelon)",S15
982,"스타드림 (feat. Romelon)",D16
983,"팔랑크스 "RS2018 edit"",D21
984,"코스믹 레일로드",D22
985,"라크리모사",D15
986,"라스트 리버스",D17
987,"꼭두각시",D27
988,"체이스 미",D11
989,"BS파워 익스플로전",D20
990,"페이브 가든",S08
991,"클리너",S23
992,"마타도르",S18
993,"아르카나 포스",S16
994,"프렌드",S23
995,"슈가 플럼",S15
996,"윈터",S20
997,"페이브 가든",S22
998,"리펜턴스",S16
999,"웨딩 크래셔",S04
